,Speciality,address,clinic,doctor-name,doctor_image,telephone
48,"['GP/Family Doctor', 'GP/Family Doctor']","No.4703, Jalan Ts 1/1, Taman Semarak, Nilai, 71800, Negeri Sembilan Darul Khusus",[Qualitas Health] Klinik Salak (Nilai),"['Dr Yashmini Kesavaraj', 'Dr. Azwan Abdullah Al-Hadi']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+06-7992201
49,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","100, Lintang Mayang Pasir Dua, 11950 Bayan Baru, Penang",[Qualitas Health] Klinik Sentosa (Bayan Baru),"['Dr Quah Boo Siew', 'Dr. Abdul Jamir Abdul Muthalif', 'Dr. R. S. Kumar']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+04 -6432131
50,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","15-D, Lengkok Dumbar, 11600 Penang",[Qualitas Health] Klinik Sentosa (Dumbar),"['Dr Quah Boo Siew', 'Dr. Abdul Jamir Abdul Muthalif', 'Dr. R. S. Kumar']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+04-658 2772
51,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","20-C, Penang Street, 10200 Pulau Pinang",[Qualitas Health] Klinik Sentosa (Penang Street),"['Dr Quah Boo Siew', 'Dr. Abdul Jamir Abdul Muthalif', 'Dr. R. S. Kumar']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+04 -2617778
52,['GP/Family Doctor'],"No. 25, Jalan 11, Taman Putra, 68000 Ampang, Selangor",[Qualitas Health] Klinik Sentosa (Taman Putra),['Dr Riaz Ahmed'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-4291 1458
53,['GP/Family Doctor'],"No. 20 Jalan Bangsar Utama 1, Bangsar Utama, 59000 Kuala Lumpur",[Qualitas Health] Klinik Sharani (Bangsar),['Dr. Gurpreet Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-4142 1582
54,['GP/Family Doctor'],"6466, Jalan Kampung Gajah, Butterworth, 12200 Pulau Pinang",[Qualitas Health] Klinik Syed Alwi & Chandran (Butterworth),['Dr. Mohd Firdaus Izzani Bin Ibne Walid'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+04-3330 789
55,['GP/Family Doctor'],"3, Jalan Todak 5, Bandar Baru Seberang Jaya, 13700 Perai, Pulau Pinang",[Qualitas Health] Klinik Syed Alwi & Chandran (Perai),['Dr Goh Su Fern'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+04-3901464
56,['GP/Family Doctor'],"55 Jalan Pusat Perniagaan Silibin, Pusat Perniagaan, Jalan Silibin, 30100 Ipoh, Perak",[Qualitas Health] Klinik Thomas,['Dr Shanny Kaur Sarjit Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+05-5264 667
57,['GP/Family Doctor'],"No. 1, Lower Ground One, Menara Telekom, Jalan Pantai Baharu, 59100 Kuala Lumpur",[Qualitas Health] Klinik Zarif,['SUMAM MARY JOHN'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-2241 1323
58,['GP/Family Doctor'],"Ampang Point 71-M, Lrg Memanda 1, Tmn Dato Ahmad Razali, 68000 Ampang, Selangor.",[Qualitas Health] Kumpulan Medic (Ampang Point),['Dr. Azman Azhi Bin Shamsuddin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-4252 8219
59,['GP/Family Doctor'],"Lot M205, Mezzanine Floor, Bangunan KWSP, No.5, Jalan Raja Laut, Kuala Lumpur, 50350, Wilayah Persekutuan Kuala Lumpur",[Qualitas Health] Kumpulan Medic (Bangunan KWSP),['Dr. Lai Boon Deng'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+0326921952
60,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","No.1, Lorong Tukang 16/3, Section 16, Shah Alam, 40000, Selangor Darul Ehsan",[Qualitas Health] Kumpulan Medic (Shah Alam),"['Dr Haridas Pushpa Mala', 'Dr. Abu Kassim Bin Abdul Majid', 'Dr. Lai Boon Deng', 'Dr. Nor Tahirah Binti Aasimudin', 'Dr. Sathiyamoorthy Muthusamy']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+03-5519 1133
61,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","No.22, Jalan SS 15/4D, Section SS15, Subang Jaya, 47500, Selangor Darul Ehsan",[Qualitas Health] Kumpulan Medic (Subang Jaya),"['Dr. Francis Lisa Muga', 'Dr. Nor Tahirah Binti Aasimudin', 'Dr. Sathiyamoorthy Muthusamy', 'Jothimala A/P Muthukumarasamy']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+03-5612 0656
62,['GP/Family Doctor'],"Lot G-28, Ground Floor, Taylors University Lakeside Campus, No 1, Jalan Taylor's, 47500 Subang Jaya",[Qualitas Health] Kumpulan Medic (Taylors Lakeside Campus),['Jothimala A/P Muthukumarasamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-5612 0656
63,['GP/Family Doctor'],"5th Floor, Wisma Boustead, No.71, Jalan Raja Chulan, Kuala Lumpur, 50200, Wilayah Persekutuan Kuala Lumpur",[Qualitas Health] Kumpulan Medic (Wisma Boustead),['Dr. Francis Lisa Muga'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+0321418229
64,"['GP/Family Doctor', 'GP/Family Doctor']","No.20, Jalan Suria Setapak Batu 4 1/2, Gombak, 53000 Kuala Lumpur.",[Qualitas Health] Poliklinik Central & Surgeri (Gombak),"['Dr. R. S. Kumar', 'Dr. Riza Hartini Razali']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+0340234390
65,"['GP/Family Doctor', 'GP/Family Doctor']","P20, Jalan Chui Yin, 28700 Bentong",[Qualitas Health] Poliklinik Damai,"['Dr Rafidah binti Rahmat', 'Dr. R. S. Kumar']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+09-2211701
66,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","No. 31, Medan Nusa Perintis 6, Taman Nusa Perintis 2, Bandar Nusajaya, 81550 Gelang Patah",[Qualitas Health] Poliklinik Puteri Dan Surgeri (Gelang Patah),"['Dr Fadzilah Binti Ibrahim', 'Dr Mat Alewi bin Zakaria', 'Dr. Mohd Pishal bin Mohd Pauzi', 'Dr. Moideen Bin Mohamed']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+07-5310 833
67,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","No.3 Jalan Niaga 8, Pusat Perdagangan Kota Tinggi, 81900 Kota Tinggi",[Qualitas Health] Poliklinik Puteri Dan Surgeri (Kota Tinggi),"['Dr Mat Alewi bin Zakaria', 'Dr. Mohd Pishal bin Mohd Pauzi', 'Dr. Moideen Bin Mohamed']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+07-8830 466
68,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","SH100, Jalan Sawah, Pekan Nenas, 81500 Pontian",[Qualitas Health] Poliklinik Puteri Dan Surgeri (Pekan Nenas),"['Dr Fadzilah Binti Ibrahim', 'Dr Mat Alewi bin Zakaria', 'Dr. Mohd Pishal bin Mohd Pauzi', 'Dr. Moideen Bin Mohamed']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+076993790
69,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","37 Jalan Besi 1, Taman Sri Putri, 81300 Skudai",[Qualitas Health] Poliklinik Puteri Dan Surgeri (Skudai),"['Dr Fadzilah Binti Ibrahim', 'Dr Mat Alewi bin Zakaria', 'Dr. Mohd Pishal bin Mohd Pauzi', 'Dr. Moideen Bin Mohamed']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+075578266
70,"['GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor', 'GP/Family Doctor']","99, Jalan Cempedak, Taman Tiram Baru, 81800 Ulu Tiram",[Qualitas Health] Poliklinik Puteri Dan Surgeri (Ulu Tiram),"['Dr Fadzilah Binti Ibrahim', 'Dr Mat Alewi bin Zakaria', 'Dr. Mohd Pishal bin Mohd Pauzi', 'Dr. Moideen Bin Mohamed']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn']",+07-8612 878
71,['GP/Family Doctor'],"No.121, Jalan Ipoh, Kuala Lumpur, 51200, Wilayah Persekutuan Kuala Lumpur",[Qualitas Health] Reddy Clinic (Jalan Ipoh),['Dr Rajamohan Annamalai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+0340412611
72,['Audiologist'],"24, Jalan Maju, Taman Maju, 83000 Batu Pahat, Johor",20dB Hearing Batu Pahat,['Ho Ning Shin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNjAxOTMzYWM4OGYxZi5wbmc='],+07 4393332
73,['Audiologist'],"70-1-12A, D’Piazza Mall, Jalan Mahsuri, Bayan Lepas 11950, Pulau Pinang",20dB Hearing Bayan Baru,['Yap Chia Ling'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNjAxOTJkMmNhMmRiNC5qcGc='],+604 645 2032
74,['Audiologist'],"Ground Floor, 11, Jalan SS 21/56b, Damansara Utama, 47400 Petaling Jaya, Selangor",20dB Hearing Damansara Utama,['Abby Ho Wei Pin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNjAxOTM1ZWUwMzI1NC5qcGc='],+6010 8292 032
75,['Audiologist'],"Unit D-05-02, Level 2, Aeropod Commercial Square, Jalan Aeropod Off Jalan Kepayan, 88200 Kota Kinabalu",20dB Hearing Kota Kinabalu,['Karen Lai Nyuk Ling'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNjAxOTMxOTY2ZjkyZC5qcGc='],+6088 278832
76,['Audiologist'],"No.1, Jalan PNBBU 1, Pusat Niaga Bukit Baru Utama, Bukit Baru 75150, Melaka",20dB Hearing Melaka,['Syahirah Zahari'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNjAxOTMyOGZiNDAzNi5qcGc='],+06 2888202
77,['Audiologist'],"32, Jalan SS2/75, Seksyen SS2, Petaling Jaya 47300, Selangor",20dB Hearing SS2 Petaling Jaya,['Nasrien Zulkafli'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNjAxOTJlODQxODY4OC5qcGc='],+603 78655292
78,"['Fertility Specialist', 'Fertility Specialist', 'Fertility Specialist']","G01, Ground Floor, Encorp Strand Mall, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor",Alpha IVF & Women's Specialists,"['Lam Wei Kian', 'Leong Wai Yew', 'Tan Chong Seong']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWVjNzlkNjhiYmI0OC5wbmc=', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWVjNzllZTVkNDNhYy5wbmc=', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWVjNzlmMTc3ODY4Zi5wbmc=']",+60 361416166
79,"['Aesthetic Doctor', 'Aesthetic Doctor', 'Aesthetic Doctor', 'Aesthetic Doctor']","D - 1 - 51, Block Dahlia, 10 Boulevard, Lebuhraya Sprint, Pju 6a, 47400 Petaling Jaya, Selangor, Malaysia",Anna Hoo Clinic,"['Amy Wee', 'Anna Hoo Jen Shi', 'Ian Tan Ian Pin', 'William Hoo Khee Liam']","['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTYzMGJjMjJmMWQ2NC5wbmc=', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTYzMGJmMzZiOTU0My5wbmc=', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTYzMGJlMDVjYmE1Yi5wbmc=', 'https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTYzMGJlNWJlNzk3Yi5wbmc=']",+60 377267626
80,['Ambulance'],"No. 39-G, Jalan Kolam Ayer, Taman Nong Chik, 80100 Johor Bahru, Johor",Asia Medevac Services,['Dr Asia Medevac Service'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+6 1800-88-1999
81,['Ambulance'],"No 40, Jalan Satria 6, Taman Sri Yakob 81300 Skudai, Johor Darul Takzim.",Asia Region Medical Service,['Dr Asia Region Medical Service'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+6010 769 9907
